P_Code,Longitud_E,Latitude_N,ACS_CODE,CAD_CODE,Governorate,Governorate_Arabic,District,District_Arabic,C_Ref_name,Village,Name of Health Facility,Short_Name,Name From MOPH List Arabic,"Focal Points at Health Facilities 

",Telephone,Fax,Mobile,E-mail,MOPH Network  (180)  March 2015,Added to the initial IfS list_March2015,MOPH Under probation_as of March2015 by MOPH, SUBSIDIZED SERVICES (3-5 consultation fees)  (YES)  / OR FULL PHC PRICE CHARGED TO REFUGEES ( NO) ,Funded by UNHCR 2015,Other Funding Agencies or  MOSA,Supported_By IP,Operational Status  (YES or NO),SOLAR FRIDGE NEED (PLEASE INSERT YES or NO ) Cold chain for vaccines,Other  Organization EN,Other  Organization Ar
22535_31_001,35.663269,33.908092,22535,22055,Mount Lebanon,جبل لبنان,El Meten,المتن,Bhersaf,Bhersaf,Caritas Lebanon Migrants Center -CLMC Shelter,Caritas Lebanon Migrants Center - Shelter,,Maya Abou Dagher,,,70484924,,No,No,No,No,No,No,No,Yes,No,Caritas Lebanon Migrants Center,مؤسسة كاريتاس
61311_31_003,35.348411,33.506314,61311,61004,South,الجنوب,Saida,صيدا,Ghaziye,Ghaziye,Caritas Lebanon Migrants Center - CLMC,Caritas Lebanon Migrants Center - CLMC,,Joyce Nohra,07-221582 / 07-220306,,03-559107,,No,No,No,No,No,No,No,Yes,No,Caritas Lebanon Migrants Center,مؤسسة كاريتاس
51221_31_003,35.8697,33.8179,51221,51054,Bekaa,البقاع,Zahle,زحلة,Taalbaya,Taalbaya,Caritas Lebanon Migrants Center - CLMC  Psychosocial Activities Only,Caritas Lebanon Migrants Center - CLMC,,Monette Kraytem,08-508623,,,,No,No,No,Yes,No,Caritas,No,Yes,No,Caritas Lebanon Migrants Center,مؤسسة كاريتاس
53439_31_001,36.096166,33.944363,53439,53012,Baalbek-El Hermel,بعلبك - الهرمل,Baalbek,بعلبك,Talia,Talia,Social Developmental center- PHC- Talia,Social Developmental center- PHC- Talia,,Alia Kassim,,,03-445293,,No,No,No,Yes,No,Medair,No,Yes,No,MOSA, وزارة الشؤون الاجتماعية
53445_31_002,36.101603,33.873616,53445,53014,Baalbek-El Hermel,بعلبك - الهرمل,Baalbek,بعلبك,Nabi Chit,Nabi Cheet,Social Developmental center- PHC- Nabi Shit,Social Developmental center- PHC- Nabi Shit,,Fatima Al Moussawi,,,70-820378,,No,No,No,Yes,No,Medair,No,Yes,No,MOSA, وزارة الشؤون الاجتماعية
51234_31_002,35.815251,33.781705,51234,51045,Bekaa,البقاع,Zahle,زحلة,Qabb Elias,Qabb Elias,Social Developmental center- PHC- Qebb Elias,Social Developmental center- PHC- Qebb Elias,,Rabab Khalid,,,03-502780,,No,No,No,Yes,No,Medair,No,Yes,No,MOSA, وزارة الشؤون الاجتماعية
51131_31_001,35.910679,33.83767,51131,51006,Bekaa,البقاع,Zahle,زحلة,Zahle Haouch El-Oumara,Zahle Haouch El-Oumara,Social Developmental center- PHC- Houche Al Oumara,SDC- PHC- Houche Al Oumara,,Christian Richa,,,03-238876,,No,No,No,Yes,No,Medair,No,Yes,No,MOSA, وزارة الشؤون الاجتماعية
52277_31_001,35.877653,33.762428,52277,52014,Bekaa,البقاع,West Bekaa,البقاع الغربي,Marj BG,Marj,Social Developmental center- PHC-Al Marj,Social Developmental center- PHC-Al Marj,,Hazzah Darwish,08-511822,,03-615529,,No,No,No,Yes,No,Medair,No,Yes,No,MOSA, وزارة الشؤون الاجتماعية
52211_31_001,35.791836,33.629615,52211,52028,Bekaa,البقاع,West Bekaa,البقاع الغربي,Joubb Jannine,Jeb Janine,Social Developmental center- PHC- Jeb Jennin,Social Developmental center- PHC- Jeb Jennin,,Nawal Abi Chia,,,03-782324,,No,No,No,Yes,No,Medair,No,Yes,No,MOSA, وزارة الشؤون الاجتماعية
53453_31_001,36.139439,33.939465,53453,53020,Baalbek-El Hermel,بعلبك - الهرمل,Baalbek,بعلبك,Brital,Brital,Social Developmental center- PHC- Brital,Social Developmental center- PHC- Brital,,Diaa Al Hassn,,,70-601281,,No,No,No,Yes,No,Medair,No,Yes,No,MOSA, وزارة الشؤون الاجتماعية
53429_31_002,36.025541,33.962788,53429,53015,Baalbek-El Hermel,بعلبك - الهرمل,Baalbek,بعلبك,Chmistar,Chmestar,PHC Chmestar,PHC Chmestar,,Fatima Tuhaily/ Dr Ali Ghassani,08-330138,,,,No,No,No,Yes,No,Amel,No,Yes,No,Amel,
22211_31_002,35.571368,33.887188,22211,22005,Mount Lebanon,جبل لبنان,El Meten,المتن,Jdaidet El-Matn,Jdaidet Sedd,Jdaidet Municipality Center,Jdaidet Municipality Center,مركز بلدية الجديدة,Dr Dany Sawan,01-873369,,03-199669,ibssecretariat@hotmail.com,New180,New IFS,No,No,No,No,MOPH,Yes,No,MOPH/Municipality,
21111_31_009,35.517432,33.869874,21111,21007,Mount Lebanon,جبل لبنان,Baabda,بعبدا,Chiyah,Ein EL-Romaneh,MOSA SDC - Ain er Roummane,MOSA SDC - Ain er Roummane,مركز الخدمات الانمائية - عين الرمانة,Lydia Abou Daher,01-386655,01-388979,03-204978,lydiaadaher@gmail.com,New180,New IFS,No,No,No,MOSA,No,Yes,No,MOSA, وزارة الشؤون الاجتماعية
61115_31_002,35.367798,33.56158,61115,61002,South,الجنوب,Saida,صيدا,Saida El-Qadimeh,Saida,MOSA SDC - Saida,MOSA SDC - Saida,مركز الخدمات الإنمائية - صيدا,Dr Hussein Badih,07-724974,07-721608,03-294296,badih2025@yahoo.com,New180,New IFS,No,No,No,No,No,Yes,No,MOSA, وزارة الشؤون الاجتماعية
55111_31_004,35.842608,33.501179,55111,55001,Bekaa,البقاع,Rachaya,راشيا,Rachaiya,Rachaiya,PHC Rachia El Wadi Gov. Hospital,PHC Rachia El Wadi Gov. Hospital,الرعاية الصحية الأولية - مستشفى راشيا الحكومي,Racha Khodor,08-591505,,03-301251,,New180,New IFS,No,No,No,No,MOPH,Yes,No,MOPH,
52156_31_001,35.737542,33.664874,52156,52032,Bekaa,البقاع,West Bekaa,البقاع الغربي,Kafraiya BG,Kafraiya ,Medica social PHC kafraiya,Medica social PHC kafraiya,الطبي الاجتماعي – كفريا/البقاع,Sir Hekmat Abu Haidar,08-645198,08-645197,03-846727,maltekaf@yahoo.com,New180,New IFS,No,No,No,No,MOSA,Yes,No,MOSA, وزارة الشؤون الاجتماعية
24111_31_004,35.517474,33.818058,24111,24001,Mount Lebanon,جبل لبنان,Aley,عاليه,Choueifat El-Aamrousiye,El-Amrousieh,El Imam Sadeq Center,El Imam Sadeq Center,مركز الإمام الصادق الصحي,Ms Houwayda Rabah ,05-431386,,,,New180,New IFS,No,Yes,No,No,IMC,Yes,No,The Islamic Health Society, الهيئة الصحية الاسلامية
10610_31_002,35.533249,33.900074,10610,10003,Beirut,بيروت,Beirut,بيروت,Mdaouar foncière,Qarantina ,The Development Center of Beirut,The Development Center of Beirut,مركز إنماء بيروت,Mart Ashqar,01-574157,,03-807381,CDB@conseilmaronite.org,No,No,No,No,No,No,No,Yes,No,Central Council of the Maronite Societies ,المجلس العام للجمعيات المارونية
10310_31_007,35.503389,33.878478,10310,10009,Beirut,بيروت,Beirut,بيروت,Mazraa foncière,Mazraa,Mazraa MOSA,Mazraa MOSA,مركز الخدمات الإنمائية - مزرعة,Yousra Mto,01-302370,,03-967465,,No,No,No,No,No,No,No,No,No,MOSA, وزارة الشؤون الاجتماعية
21311_31_001,35.648122,33.812857,21311,21022,Mount Lebanon,جبل لبنان,Baabda,بعبدا,Baalchmay,Baalchmay, Medical clinic of metn el aala, Medical clinic of metn el aala,مستوصف المتن الأعلى الطبي,Mira Nadem Ghrayzi,05-263211,,03-258486,miraghrayzi@gmail.com,No,No,No,No,No,No,No,No,No,Municipality,البلدية
32115_31_001,35.831971,34.295591,32115,32019,North,الشمال,El Koura,الكورة,Kfar Saroun El-Koura,kfarsaroun ,Secours Populaire Libanais (SPL) - Kfarsaroun,Secours Populaire Libanais - Kfarsaroun,النجدة الشعبیة - كفرصارون,Dr. Najah Chammas - Director,06-651088,06-651088,03-128103,"najahchamas@gmail.com
sayde.mrad@hotmail.com",No,No,No,Yes,Yes,No,CLMC (Caritas Lebanon Migrants Center),Yes,No,UNHCR / CLMC / MoPH,
23251_31_002,35.426189,33.636989,23251,23005,Mount Lebanon,جبل لبنان ,Chouf, الشوف,Barja,Barja,Amal w Ataa Association ,Amal w Ataa Association ,,Dr Maan Hdede ,,,03-858067,,No,No,No,Yes,No,No,No,Yes,No,Amal w Ataa Association ,جمعية الامل و العطاء الخيرية
37231_31_002,35.868413,34.445768,37231,37017,North,الشمال,El Minieh-Dennie,المنية الضنية,Beddaoui,Al Beddaoui camp,"Al Shifa Medical Association""Human Call""Beddaoui",Al Shifa Medical Association Beddaoui,,Mr Ahmad Kaddura,,,71132004,ahmadkaddoura1@hotmail.com,No,No,No,Yes,No,No,No,Yes,No,Human Call, النداء الانساني
35277_31_001,35.966765,34.511372,35277,35002,Akkar,عكار,Akkar,عكار,Mhammaret,Naher Al Bared camp ,"Al Shifa Medical Association""Human Call""Nahr elBared",Al Shifa Medical Association Nahr elBared,,Dr Tawfik alasaad,70194663/1303,,,alshifa_albared@hotmail.com,No,No,No,Yes,No,No,No,Yes,No,Human Call, النداء الانساني
10310_31_008,35.503815,33.87078,10310,10009,Beirut ,بيروت,Beirut,بيروت,Mazraa foncière,Al Madineh AlRiyadeye ,Dar Al Ajaza AlIslamia Hospital ,Dar Al Ajaza AlIslamia Hospital ,دار العجزة الاسلامية,  Mr. Azzam Houri,01-856658,,,mfaour@dar-ajaza-islamia.org.lb,No,No,No,No,No,Yes,Yes,Yes,No,MoPH ,
51267_31_002,35.909589,33.7793,51267,51057,Bekaa ,البقاع ,Zahle,زحلة,Bar Elias ,Bar Elias ,Al Nassrah Hospital,Al Nassrah Hospital,,Dr Hamud ,03-680669,,,dr.hammoud@hotmail.com,No,No,No,Yes,No,Yes,No,Yes,No,PRCS: Palastinian Red Crecent Society ,الهلال الاحمر الفلسطيني 
62111_31_006,35.216796,33.237504,62111,62006,South,الجنوب ,Sour ,صور,Sour,Al Rachideye camp,Balsam Hospital ,Balsam Hospital ,,Dr Hamud ,03-680669,,,dr.hammoud@hotmail.com,No,No,No,Yes,No,Yes,No,Yes,No,PRCS: Palastinian Red Crecent Society ,الهلال الاحمر الفلسطيني 
21177_31_006,35.501965,33.847798,21177,21004,Mount Lebanon,جبل لبنان ,Baabda,بعبدا,Bourj El-Brajneh,Borj El Barajneh ,Haifa Hospital ,Haifa Hospital ,,Dr Hamud ,03-680669,,,dr.hammoud@hotmail.com,No,No,No,Yes,No,Yes,No,Yes,No,PRCS: Palastinian Red Crecent Society ,الهلال الاحمر الفلسطيني 
37231_31_003,35.866245,34.445816,37231,37017,North,الشمال,El Minieh-Dennie,المنية الضنية,Al Beddaoui ,Al Beddaoui Camp,Safad Hospital ,Safad Hospital ,,Dr Hamud ,03-680669,,,dr.hammoud@hotmail.com,No,No,No,Yes,No,Yes,No,Yes,No,PRCS: Palastinian Red Crecent Society ,الهلال الاحمر الفلسطيني 
10310_31_009,35.502075,33.878405,10310,10009,Beirut ,بيروت,Beirut,بيروت,Mazraa foncière,Mazraa,Bayader Charity Organization ,Bayader Charity Organization ,جمعية البيادر,Effat Beaini,,,03-700560,,No,No,No,Yes,No,No,No,No,No,Bayader Charity Organization ,جمعية بيادر للعمل الخيري
10150_31_001,35.480406,33.892989,10150,10007,Beirut ,بيروت,Beirut,بيروت,Ras Beyrouth foncière,Hamra ,Sandouk zakat ,Sandouk zakat ,صندوق الزكاة,Ragheda ,,,70-044828,relieflb99@gmail.com,No,No,No,Yes,No,No,No,No,No,Dar Fatwa ,دار الفتوى
21111_31_010,35.493228,33.865061,21111,21007,Mount Lebanon,جبل لبنان,Baabda,بعبدا,Chiyah,Chiyah,Untied Nation Relief & works agency for palastinian refugee in the near east ,UNRWA ,,Dr Samira Al Ali ,01-830400 ext:299,,,s.ali4@unrwa.org,No,No,No,No,No,No,Yes,Yes,No,UNRWA,اونروا
22155_31_003,35.53907,33.87522,22155,22004,Mount Lebanon,جبل لبنان,El Meten,المتن,Sinn El-Fil,Sinn El-Fil,Young Men's Christian Association ,YMCA ,جمعية الشبان المسيحية,Cynthia Khier ,01-490640,,,cynthia.kheir@ymca-leb.org.lb,No,No,No,No,No,No,Yes,Yes,No,YMCA/MOPH,جمعية الشبان المسيحية/وزارة الصحة اللبنانية
26211_31_001,35.767853,34.120557,26211,26030,Mount Lebanon,جبل لبنان,Jbeil,جبيل,Ehmej,Ehmej,CENACLE DE LA LUMIERE ,CENACLE DE LA LUMIERE ,جمعية علية النور,,09478 937,,,info@cenacledelalumiere.org,No,No,No,No,No,No,No,No,No,CENACLE DE LA LUMIERE -SDC,جمعية علية النور
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
